player,final_rating_avg,final_rating_human,final_rating_ai
Ralf Fahrmann,6.914189137958165,9.344931533799052,4.341394472524013
Ramadan Sobhi,6.416237831414268,7.115113553287392,5.765884422272905
Rani Khedira,7.383432885810945,7.622575337652826,6.973320830170104
Richarlison,8.247254555139364,8.104581302427224,7.934283495759614
Riyad Mahrez,12.761863813180877,13.47937788557978,11.902297471188714
Robert Lewandowski,9.711003290355631,8.568357634122982,10.86714435703091
Roberto Firmino,12.262640682276093,11.271347196925706,13.23596211757233
Roberto Pereyra,5.3559559970855215,5.441006905279669,5.221903562147793
Robin Knoche,3.1392045959526653,1.4177621739439166,4.718594748368156
Robin Koch,6.210528067287571,6.387111717973857,6.25891827189808
Robin Quaison,5.487040344097708,5.329085747991683,5.770665935676411
Roman Burki,6.411729681896461,9.171781413681966,3.5096256805177055
Romelu Lukaku,10.256703566027788,8.829587576861314,11.541767285601008
Ron-Robert Zieler,9.760397872260018,12.825038135811386,6.553705339115406
Ruben Loftus-Cheek,6.47120590928839,6.728901788882908,6.598216552951954
Rune Jarstein,6.852314343481815,10.881425411211925,2.6811510061584496
Ryan Bertrand,6.450229975462144,9.096350362605719,4.27780738148984
Ryan Fraser,7.1339400305259435,8.262601654270306,6.2016221074639954
Ryan Shawcross,7.700847768414402,7.106758400276782,8.333981400029854
Sadio Mane,9.307997050401788,8.629608933136844,9.58374495301003
Salif Sane,11.990255159887298,11.812126166763662,12.026331883417681
Salih Ozcan,5.308185729591108,3.3043199776115846,7.272762533349044
Salomon Kalou,5.091259428078209,4.0980977410347,6.0235097176710255
Salomon Rondon,7.853136423452805,8.822278653310597,7.005838673074684
Sam Clucas,4.542070437933182,5.433557851013566,4.457416762014835
Sam Vokes,5.669521703484145,5.293620890330321,5.950583702916182
Sandro Wagner,7.3048176467428245,7.475708564850688,7.440607763561179
Santiago Ascacibar,6.906786715302064,7.361470573377875,6.1576633187867635
Scott Malone,3.852047750106176,3.708955271362549,3.8530879592565457
Sead Kolasinac,7.573529434254516,7.588367712758071,7.416638886157691
Sebastian Prodl,4.326525376001847,3.646573380974096,5.081710210077152
Sebastian Rudy,6.40405541201475,6.857322798003916,6.974401258788051
Sebastien Haller,6.582495201056519,4.853710326332459,8.042302442744969
Serge Gnabry,10.055506822706143,10.269968691726934,9.727798534525272
Sergio Aguero,14.88927367281769,14.435158891918778,15.201336184123356
Sergio Cordova,3.8893523011100806,5.815008432940649,3.821954079242465
Shane Duffy,11.496577579372822,11.217655426322814,11.633447462829581
Shane Long,4.4298694811473185,4.438258066713571,4.772476892523355
Shinji Kagawa,6.112512665635912,7.1697093757466215,5.577220978370835
Shinji Okazaki,5.508936646923753,6.264036164956214,4.537829730799821
Shkodran Mustafi,7.87648308230841,4.936528461619546,10.674385433404018
Simon Falette,4.6630158588595885,2.7527171390078267,6.473221436512881
Simon Francis,6.611891050662619,4.928644983221567,8.153084848510419
Simon Terodde,3.9665388477267456,3.58602687679535,5.201604729864016
Sofiane Boufal,5.9253360841280065,5.839865582190781,6.32809205669173
Sokratis,6.951794089775409,6.4480439067534485,7.31349200320412
Solly March,6.622181414266721,7.685453987605699,5.994825890501612
Son Heung-Min,9.441752784362684,9.299389808096088,9.074112526921814
Stefan Bell,7.092106879798145,7.270241287389778,6.771920202613259
Stefan Ilsanker,6.475388606584967,5.852447571595087,6.893221534104717
Stephen Ward,6.332612550345528,6.052466900557941,6.289912091812245
Steve Cook,7.878579505513533,5.7395594123820635,8.06707615266005
Steve Mounie,6.048004116556837,5.090513539300682,6.863442424219736
Steven Davis,4.446154107143799,4.0147645251474025,4.8375365209982295
Steven Defour,7.672450622534753,8.88145337919843,6.321395596277823
Steven Zuber,6.115125826809752,5.833967992013888,6.341759419266386
Suat Serdar,6.657895794457197,7.004217690034415,6.55778773719259
Sven Bender,7.957898008708001,7.611953145716824,8.32979810403886
Sven Ulreich,8.58824847610573,13.046663366580546,3.9877813160376467
Tammy Abraham,4.737745657325116,5.5466170538043205,3.790890071407148
Theodor Gebre Selassie,4.620681517518743,2.0807329592344264,7.0185778062098105
Thiago,6.941050661228865,5.562294684436545,8.2598037143705
Thibaut Courtois,7.394414507012184,10.119423001539484,4.52735374289163
Thilo Kehrer,8.964064750016753,7.959433628737519,9.826643601702727
Thomas Delaney,7.258797473478013,5.4378988301892655,8.937643847173508
Thomas Muller,7.990974118993203,7.314075749589939,8.969686911507795
Thorgan Hazard,7.773639306270749,5.074383181400422,10.37794545362339
Tiemoue Bakayoko,6.210019417134698,4.812892811733015,7.465093752943129
Timo Baumgartl,6.866339563348763,5.585152321534054,8.005474535570212
Timo Horn,9.069014831799198,12.479818215598765,5.51615917840637
Timo Werner,5.193737621247559,5.054545956930545,5.591717143253702
Timothy Chandler,4.876110174054158,4.542578482971906,5.061755808196047
Timothy Fosu-Mensah,6.09587411957453,5.8740667611782875,6.177572211755168
Toby Alderweireld,7.238146165159499,8.326389711197216,6.262345984485122
Tom Carroll,3.8216695804189973,4.825641447629276,3.6798955063799843
Tom Cleverley,5.26316755919909,5.380963155206904,5.003319693598024
Tom Davies,4.216846053137454,5.00914945366647,3.7152938254710257
Tom Ince,2.8254689542171985,4.411551835025058,1.8184347019305793
Tommy Smith,6.737864421324189,7.79841604078555,5.535260532269569
Troy Deeney,4.213145531803755,4.718163164147023,3.922255475350143
Valentino Lazaro,6.3290896374934675,5.899246311163731,6.653840592985488
Vedad Ibisevic,3.451481471468248,2.7618082513496973,4.266169486434242
Victor Lindelof,4.690273259452106,4.3088303715891065,4.775764775836347
Victor Moses,6.285721973965385,5.45287779308582,7.228614783366186
Vincent Kompany,9.153170293543077,9.741664780992615,8.517520241257028
Virgil van Dijk,8.570425358337133,7.496314776975493,9.502483670105521
Vladimir Darida,6.090276680927956,5.971345522743024,6.258699060072496
Waldemar Anton,8.419170248346425,8.711853680427037,8.013635300057828
Wayne Hennessey,6.337505220942399,6.601533879180998,5.931424293110549
Wayne Rooney,5.966033427866306,6.305120825471777,5.48489376066758
Wendell,6.826833725263299,6.833440212563436,6.678174968369909
Wes Morgan,5.574862515365339,7.033129503911596,4.085068215001798
Wesley Hoedt,8.624766491608689,8.495321688608154,8.612159025015972
Weston McKennie,4.682142446369698,5.425117822041507,4.434272239198054
Wilfred Ndidi,8.70034197467847,7.417564092687245,9.841067587076438
Wilfried Zaha,12.15556460682366,14.162031062985161,10.007045881068908
Willi Orban,6.9189736022440815,5.340116307914239,8.355778626980669
William,4.285871477856705,1.9425933342112804,6.848881188225916
Willian,8.459443055709706,7.219839935349049,9.901455451619396
Xherdan Shaqiri,8.510466168988874,8.970991339644748,7.907888728739742
Yann Sommer,8.458402250619471,12.871629575592028,3.903122656053659
Yevhen Konoplyanka,6.875389883532849,7.691565479103207,6.740189262498825
Yohan Cabaye,6.050941420181529,5.616411005708456,6.343419565061343
Yoshinori Muto,7.844599520376581,8.08310879489969,7.549196208646413
Yunus Malli,4.309270032242794,2.133269266404686,6.617306599998658
Yussuf Poulsen,5.827407252537028,6.125354888132737,6.045608721020375
Yuya Osako,2.442692936194741,0.34719835873637483,4.512808364859219
Zanka,5.914420197889074,6.247297355530554,5.909969070966374
Zlatko Junuzovic,6.887144582032941,6.5508574414656415,7.335252409713677
