player,final_rating_avg,final_rating_human,final_rating_ai
Marcos Alonso,10.060829901102004,9.545097222109174,10.434510310501578
Marcus Rashford,5.704303113437917,5.691265622534603,5.849568712657804
Mario Gomez,6.143077693170911,4.688181764826602,7.43746011359447
Mario Gotze,7.521556783724566,8.400221494779057,6.414048289895793
Mario Lemina,8.569905535180077,9.222764135445232,8.254571783619427
Marius Wolf,8.316447018362918,7.835059268478532,8.77215599165218
Mark Noble,7.117700927082944,6.976608117047615,7.116741467525023
Mark Uth,8.890711144867186,9.170985295894265,9.461908987680436
Marko Arnautovic,10.267754713073586,10.728201800729636,9.665255355824282
Marouane Fellaini,8.233764085212584,7.212987207399263,9.11248869343265
Martin Harnik,5.052960939336532,4.125554433442954,5.965078382811101
Martin Hinteregger,6.907468270660488,7.0223705014626825,6.650513770265041
Martin Olsson,2.3468883093159314,3.9501424574258026,0.33062579310494566
Marvin Bakalorz,5.8144468897475345,7.354088898107634,5.101800554325271
Marvin Plattenhardt,5.711341290068824,4.883881137347105,6.396749173197284
Marwin Hitz,9.274549019410468,11.883302441651146,6.523743327576526
Mat Ryan,7.948137693863564,10.684903744146169,5.069319373987707
Mathew Leckie,7.103981936711879,5.803488062465166,8.347257600658049
Matija Nastasic,6.270569156245231,7.06647377918049,5.983301397125327
Mats Hummels,10.590519506761595,11.457599168933967,9.567811626292226
Matt Phillips,7.129253551011749,7.814285803129271,6.302169029300966
Matt Ritchie,6.400511873596135,7.163663348224373,5.495308129374648
Matthew Lowton,6.724364835721548,6.6987784607498755,6.607898941099963
Matthias Ginter,7.843093240628375,8.145281813724548,7.3988523979389385
Matthias Lehmann,3.7067638171589126,3.7347557685867723,3.851456178544189
Matthias Ostrzolek,4.409557094683457,3.726018563053304,4.951043356720352
Max Kruse,8.069562935066681,8.036550314201754,8.664124184452845
Max Meyer,7.065395401816808,8.185627006658734,5.984449375607396
Maximilian Arnold,6.46828727021223,5.649394269094103,7.125023113257934
Maximilian Eggestein,8.063125904970935,9.829371156962356,6.328850450966213
Maya Yoshida,7.9639825981762735,8.173567493146823,7.612345433612461
Mesut Ozil,11.219043963425918,10.721618471829363,11.574417185429226
Michael Cuisance,5.953034503359623,5.999836654328027,5.88199925414016
Michael Gregoritsch,8.182155079036043,6.83308529571745,9.242536395110065
Michael Keane,6.040942052954098,4.670933275166604,7.268898561148341
Michail Antonio,6.721321367242004,7.002154131572297,6.230154273550564
Michy Batshuayi,5.483277869968224,4.759969069369776,6.064534400973416
Mijat Gacinovic,4.438071701476312,4.422615714544244,5.5470788980009695
Mike van der Hoorn,8.346716563207135,8.241210198792416,8.3101706580286
Mikel Merino,6.063598860737287,5.720993894674133,6.904476386218914
Milos Jojic,4.373508824230174,2.8349234607165767,6.20671928639059
Milos Veljkovic,6.247998422840632,6.881628153189097,5.472316422898906
Mitchell Weiser,5.455385092339204,4.106786103796259,6.661931811288895
Mohamed Diame,8.463664559680087,8.40897609772827,8.732397285109725
Mohamed Salah,16.23142120006316,16.965527084151898,15.355263046381173
Morgan Schneiderlin,2.654205959376971,2.2730247448595806,3.6389533881182645
Mousa Dembele,8.691809766854888,8.620733627790056,8.676750323914632
Moussa Sissoko,4.268129282430815,4.49831767800591,4.72124487445741
N'Golo Kante,9.788250217030761,9.279661451073814,10.154786713394465
Naby Keita,10.646419361989565,9.67474774796947,11.534950480110037
Nacho Monreal,6.991552363771234,4.964455697976183,8.876596759973033
Nadiem Amiri,7.21885654623946,8.386934494787717,6.017921543440495
Naldo,12.69133829273057,12.681229843343871,12.559394472524016
Nathan Ake,9.179645492528127,10.664303032235363,7.552935683227645
Nathan Dyer,4.524187286226862,4.611042412053922,4.325623467821377
Nathan Redmond,5.5960436904393305,5.976132282094627,5.3863042736798485
Nemanja Matic,9.602818513866485,8.592846649463834,10.470738108675878
Nick Pope,9.000683872348905,10.743568898162401,7.148452738214541
Niclas Fullkrug,8.483672648239452,7.624077282925083,9.432986163146651
Nico Elvedi,7.0473344993084215,5.992820541160285,7.959796187863297
Nico Schulz,7.129222633317192,9.252063022888724,5.626386222822273
Nicolas Hofler,5.160211147816515,4.418959694756171,5.759410331283603
Nicolas Otamendi,9.194040284814704,8.4624962862183,9.783532013817855
Niklas Moisander,6.513321901946643,7.776301641565969,5.108289892734061
Niklas Stark,7.5186589567319695,6.886220259420591,8.009673970002263
Niklas Sule,7.256890089776571,8.317153945914669,6.698409247787152
Nils Petersen,7.458738640439029,7.866812840551424,7.3367650107313755
Oliver Baumann,6.873502909385372,10.341042327709143,3.2639112214683483
Oliver Sorg,5.929274655170807,5.937835469353323,5.725446134596771
Olivier Giroud,4.66197923045319,4.110162282250637,5.0339627917252665
Omer Toprak,7.0033881089605305,7.232173826009607,7.001180432197397
Oriol Romeu,7.9619094606656065,7.086899821250243,8.694866830487713
Oscar Wendt,3.4835356217168743,2.249146350084654,4.575872623755839
Oumar Niasse,6.367062470644826,6.542672874137876,6.163996330629609
Pablo De Blasis,5.255472836472289,5.116912984635542,5.504709965296651
Pablo Zabaleta,4.16377288200875,2.7227775609726166,5.462715933451621
Panagiotis Retsos,5.880108884251932,5.083567092857002,6.733812447965475
Pascal GroB,8.114036317342006,8.39889050578891,7.080718041605002
Pascal Stenzel,6.189278497218951,5.601182388829312,6.854160343377253
Patrick Herrmann,6.072437359033633,6.222888628818833,6.042476183698698
Patrick van Aanholt,7.27049121223864,6.835300183684442,7.898257185103555
Paul Dummett,7.558428173892096,7.712080084470835,7.078245944466172
Paul Pogba,11.738590748612282,10.923326982833363,12.860639985017691
Paul Verhaegh,4.148584410241498,2.8562261474395076,5.2988904034502315
Pavel Kaderabek,8.041654859722307,8.746390433227596,7.3450941133808865
Pedro,4.813141778906273,5.06616784205285,4.896597967538757
Pedro Obiang,6.890293521231118,5.882468970151311,7.503826255743536
Per Skjelbred,6.795774608043119,8.751702319459373,5.290507911528989
Peter Crouch,6.58563139946591,5.26217235192339,7.867533812371768
Peter Gulacsi,8.282262701610126,13.259961014044151,3.1625121195828405
Peter Pekarik,5.963225739082127,5.603069180588867,6.18133002798213
Petr Cech,5.452404547879324,6.243454912351298,4.519301913814089
Phil Jagielka,5.861039964648108,5.555292161605189,6.11823113305437
Phil Jones,8.71447132756768,8.051062742801847,9.235827642740256
Philipp Bargfrede,7.410884527859839,7.552764871147807,6.9513052139469265
Philipp Max,10.725974272301798,11.534628255561731,9.775268019448616
Philipp Tschauner,7.6223150994818525,11.793174880150023,3.309403049220428
Pierre-Emerick Aubameyang,8.901046379561063,6.961866361635542,10.698174127893328
Pierre-Emile Hrjbjerg,7.963622760908382,6.737536465074279,7.780675742843366
Pirmin Schwegler,8.160469044866769,6.783472819625811,9.395413000514464
Raffael,7.162859318085213,5.820777918162104,8.322649432309797
Rafinha,6.1222586829963275,5.914843670262237,6.267788577812053
Raheem Sterling,14.016823399493028,15.497393169233646,12.394201360159151
Rajiv van La Parra,4.5591312405401725,5.198030014205923,3.778180197281163
