player,final_rating_tuned,final_rating_human,final_rating_ai
Jake Livermore,6.463166536461841,4.696374483655155,4.299874546565069
Eric Maxim Choupo-Moting,6.457138494601313,7.293796244645122,7.81573577623139
Milos Veljkovic,6.4466984722356475,6.881989194286284,5.472316422898906
Aaron Hunt,6.441430102161235,3.8652450611213833,6.995183465101934
Laurent Depoitre,6.414943954450138,5.736776405391301,7.036487467407173
Ryan Bertrand,6.413021217435045,9.096711403702905,4.27780738148984
Vladimir Darida,6.403752265945123,5.971706563840211,6.258699060072496
Steven Zuber,6.402623395689769,5.834329033111075,6.341759419266386
Pablo Zabaleta,6.401549418052724,2.7231386020698034,5.462715933451621
Adam Smith,6.373137310897269,4.796983996038691,6.291617591023708
Zlatko Junuzovic,6.354634423953694,6.551218482562828,7.335252409713677
Toby Alderweireld,6.347177739207414,8.326750752294403,6.262345984485122
Antonio Rudiger,6.330515823868463,7.221609561175042,7.398785491667873
Alex Iwobi,6.329761097508239,5.233273080494174,6.593519077090123
Ander Herrera,6.325308905936392,4.87585541121866,7.000046646421942
Davie Selke,6.290213980033643,6.818828215996383,7.922043452346948
Olivier Giroud,6.285292349230614,4.110523323347824,5.0339627917252665
James Milner,6.2800694578239185,7.598779911183191,7.349134284190944
Peter Gulacsi,6.278634266073224,13.260322055141339,3.1625121195828405
Admir Mehmedi,6.265795680850376,5.560639279199428,7.5156312180190685
Lukas Hradecky,6.2582058513143615,12.594601997967942,2.643789488285564
Robin Koch,6.251435080068783,6.387472759071044,6.25891827189808
Corentin Tolisso,6.251006776498805,5.153787593008221,8.457326351791036
Sokratis,6.248521009734089,6.448404947850635,7.31349200320412
Kyle Naughton,6.243691665304482,2.515321341553511,7.295320066072355
Marcus Rashford,6.20875128082327,5.69162666363179,5.849568712657804
Julian Weigl,6.206371261590016,5.63859196377618,7.730701101322387
Valentino Lazaro,6.2019748242632335,5.899607352260918,6.653840592985488
Ruben Loftus-Cheek,6.178488949381482,6.729262829980095,6.598216552951954
Jean-Kevin Augustin,6.1672860093320665,7.551605300091352,8.240723144582352
Pedro Obiang,6.162961488437761,5.8828300112484975,7.503826255743536
Mame Biram Diouf,6.149877369697743,5.47125534842407,6.612249748605287
Yevhen Konoplyanka,6.146101015264776,7.6919265202003935,6.740189262498825
Alfred Finnbogason,6.137123144637767,5.978721009049165,7.921550097796649
Willi Orban,6.128510968196688,5.340477349011426,8.355778626980669
Matija Nastasic,6.124781138319266,7.066834820277677,5.983301397125327
Yohan Cabaye,6.09468066299892,5.616772046805643,6.343419565061343
Peter Pekarik,6.090992264509627,5.603430221686054,6.18133002798213
Oliver Baumann,6.086411072611577,10.34140336880633,3.2639112214683483
Cuco Martina,6.08003735178759,4.222676792350931,8.11233023804578
Yussuf Poulsen,6.071885434826653,6.125715929229924,6.045608721020375
Ashley Williams,6.048357941994766,4.615704492723966,7.241222851281726
Chris Brunt,6.035492354676359,6.367171487929224,7.6890999836375045
Mario Gomez,6.033863432264784,4.688542805923789,7.43746011359447
Dennis Diekmeier,6.023816752599933,4.880388985284758,6.485271980404091
